1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):76:2678:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
347:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):899:30324:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> false
348:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):899:30282:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> !ControlFlowGraph.isEnteringNewCfgNode(c)
349:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):899:30327:!ControlFlowGraph.isEnteringNewCfgNode(c) && mayThrowException(c) |==> mayThrowException(c)
350:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):900:30366:true |==> false
351:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@mayThrowException(com.google.javascript.rhino.Node):903:30397:false |==> true
352:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@isBreakStructure(com.google.javascript.rhino.Node,boolean):915:30692:true |==> false
353:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@isBreakStructure(com.google.javascript.rhino.Node,boolean):921:30819:false |==> true
354:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@isContinueStructure(com.google.javascript.rhino.Node):933:31082:true |==> false
355:LVR:FALSE:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@isContinueStructure(com.google.javascript.rhino.Node):935:31118:false |==> true
356:COR:<IDENTIFIER(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getOptionalNodeComparator(boolean):966:32157:isForward |==> false
357:COR:<IDENTIFIER(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getOptionalNodeComparator(boolean):966:32157:isForward |==> true
358:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):971:32376:getPosition(n1) - getPosition(n2) |==> getPosition(n1) % getPosition(n2)
359:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):971:32376:getPosition(n1) - getPosition(n2) |==> getPosition(n1) * getPosition(n2)
360:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):971:32376:getPosition(n1) - getPosition(n2) |==> getPosition(n1) + getPosition(n2)
361:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):971:32376:getPosition(n1) - getPosition(n2) |==> getPosition(n1) / getPosition(n2)
362:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):979:32655:getPosition(n2) - getPosition(n1) |==> getPosition(n2) % getPosition(n1)
363:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):979:32655:getPosition(n2) - getPosition(n1) |==> getPosition(n2) * getPosition(n1)
364:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):979:32655:getPosition(n2) - getPosition(n1) |==> getPosition(n2) + getPosition(n1)
365:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):979:32655:getPosition(n2) - getPosition(n1) |==> getPosition(n2) / getPosition(n1)
366:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getPosition(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):991:32983:Preconditions.checkNotNull(priority); |==> <NO-OP>
367:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$Property@getTypes():127:4499:types == null |==> false
368:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@getTypes():128:4518:types = new StandardUnionFind<T>(); |==> <NO-OP>
369:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):139:4862:checkState(!skipRenaming, "Attempt to record skipped property: %s", name); |==> <NO-OP>
370:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):140:4976:typeSystem.isInvalidatingType(top) |==> false
371:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):140:4976:typeSystem.isInvalidatingType(top) |==> true
372:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):141:4993:invalidate(); |==> <NO-OP>
373:LVR:FALSE:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):142:5022:false |==> true
374:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):144:5079:typeSystem.isTypeToSkip(top) |==> false
375:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):144:5079:typeSystem.isTypeToSkip(top) |==> true
376:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):145:5098:addTypeToSkip(top); |==> <NO-OP>
377:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):148:5153:relatedType == null |==> false
378:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):149:5174:getTypes().add(top); |==> <NO-OP>
379:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):151:5222:getTypes().union(top, relatedType); |==> <NO-OP>
380:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):153:5276:typeSystem.recordInterfaces(type, top, this); |==> <NO-OP>
381:LVR:TRUE:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@addType(T,T,T):154:5337:true |==> false
382:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addTypeToSkip(T):161:5533:typesToSkip.add(skipType); |==> <NO-OP>
383:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@addTypeToSkip(T):162:5568:getTypes().union(skipType, type); |==> <NO-OP>
384:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():170:5875:shouldRename() |==> false
385:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():170:5875:shouldRename() |==> true
386:LVR:0:POS:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():171:5901:0 |==> 1
387:LVR:0:NEG:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():171:5901:0 |==> -1
388:LVR:POS:0:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6031:10 |==> 0
389:LVR:POS:NEG:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6031:10 |==> -10
390:ROR:<(int,int):!=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6021:++count < 10 |==> ++count != 10
391:ROR:<(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6021:++count < 10 |==> ++count <= 10
392:ROR:<(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6029:++count < 10 |==> false
393:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():174:6010:checkState(++count < 10, "Stuck in loop expanding types to skip."); |==> <NO-OP>
394:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():180:6302:rootTypesToSkip.add(types.find(subType)); |==> <NO-OP>
395:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():182:6366:typesToSkip.addAll(rootTypesToSkip); |==> <NO-OP>
396:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():188:6609:!typesToSkip.contains(subType) && typesToSkip.contains(types.find(subType)) |==> !typesToSkip.contains(subType) == typesToSkip.contains(types.find(subType))
397:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():189:6656:!typesToSkip.contains(subType) && typesToSkip.contains(types.find(subType)) |==> false
398:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():188:6609:!typesToSkip.contains(subType) && typesToSkip.contains(types.find(subType)) |==> !typesToSkip.contains(subType)
399:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():189:6659:!typesToSkip.contains(subType) && typesToSkip.contains(types.find(subType)) |==> typesToSkip.contains(types.find(subType))
400:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():190:6718:newTypesToSkip.add(subType); |==> <NO-OP>
401:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():195:6831:addTypeToSkip(newType); |==> <NO-OP>
402:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():199:6952:types.elements().size() == originalTypesSize |==> types.elements().size() <= originalTypesSize
403:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():199:6952:types.elements().size() == originalTypesSize |==> types.elements().size() >= originalTypesSize
404:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@expandTypesToSkip():199:6976:types.elements().size() == originalTypesSize |==> false
405:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7197:types != null |==> true
406:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7174:!skipRenaming && types != null |==> !skipRenaming == (types != null)
407:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7188:!skipRenaming && types != null |==> false
408:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7174:!skipRenaming && types != null |==> !skipRenaming
409:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7191:!skipRenaming && types != null |==> types != null
410:LVR:POS:0:com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7257:1 |==> 0
411:LVR:POS:NEG:com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7257:1 |==> -1
412:ROR:>(int,int):!=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7218:types.allEquivalenceClasses().size() > 1 |==> types.allEquivalenceClasses().size() != 1
413:ROR:>(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7218:types.allEquivalenceClasses().size() > 1 |==> types.allEquivalenceClasses().size() >= 1
414:ROR:>(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7255:types.allEquivalenceClasses().size() > 1 |==> false
415:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7174:!skipRenaming && types != null && types.allEquivalenceClasses().size() > 1 |==> (!skipRenaming && types != null) == types.allEquivalenceClasses().size() > 1
416:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7215:!skipRenaming && types != null && types.allEquivalenceClasses().size() > 1 |==> false
417:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():208:7174:!skipRenaming && types != null && types.allEquivalenceClasses().size() > 1 |==> !skipRenaming && types != null
418:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename():209:7218:!skipRenaming && types != null && types.allEquivalenceClasses().size() > 1 |==> types.allEquivalenceClasses().size() > 1
419:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename(T):218:7516:!skipRenaming && !typesToSkip.contains(type) |==> !skipRenaming == !typesToSkip.contains(type)
420:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename(T):218:7530:!skipRenaming && !typesToSkip.contains(type) |==> false
421:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename(T):218:7516:!skipRenaming && !typesToSkip.contains(type) |==> !skipRenaming
422:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties$Property@shouldRename(T):218:7533:!skipRenaming && !typesToSkip.contains(type) |==> !typesToSkip.contains(type)
423:LVR:TRUE:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@invalidate():227:7780:true |==> false
424:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@invalidate():227:7765:skipRenaming = true; |==> <NO-OP>
425:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@invalidate():228:7792:types = null; |==> <NO-OP>
426:COR:<IDENTIFIER(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):242:8285:skipRenaming |==> false
427:COR:<IDENTIFIER(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):242:8285:skipRenaming |==> true
428:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):243:8342:typeSystem.isInvalidatingType(type) |==> false
429:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):243:8342:typeSystem.isInvalidatingType(type) |==> true
430:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):244:8362:invalidate(); |==> <NO-OP>
431:LVR:FALSE:TRUE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):245:8393:false |==> true
432:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):247:8418:renameNodes.add(node); |==> <NO-OP>
433:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):248:8449:rootTypes.put(node, type); |==> <NO-OP>
434:LVR:TRUE:FALSE:com.google.javascript.jscomp.DisambiguateProperties$Property@scheduleRenaming(com.google.javascript.rhino.Node,T):250:8497:true |==> false
435:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):280:9505:addInvalidatingType(mis.typeA); |==> <NO-OP>
436:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):281:9543:addInvalidatingType(mis.typeB); |==> <NO-OP>
437:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):285:9640:NodeTraversal.traverse(compiler, externs, new FindExternProperties()); |==> <NO-OP>
438:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):286:9715:NodeTraversal.traverse(compiler, root, new FindRenameableProperties()); |==> <NO-OP>
439:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@process(com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):287:9791:renameProperties(); |==> <NO-OP>
440:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):294:9960:type = type.restrictByNotNullOrUndefined(); |==> <NO-OP>
441:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):297:10111:addInvalidatingType(alt); |==> <NO-OP>
442:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):302:10170:typeSystem.addInvalidatingType(type); |==> <NO-OP>
443:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10272:objType != null |==> true
444:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10314:objType.getImplicitPrototype() != null |==> true
445:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10264:objType != null && objType.getImplicitPrototype() != null |==> objType != null == (objType.getImplicitPrototype() != null)
446:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10280:objType != null && objType.getImplicitPrototype() != null |==> false
447:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10264:objType != null && objType.getImplicitPrototype() != null |==> objType != null
448:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):304:10283:objType != null && objType.getImplicitPrototype() != null |==> objType.getImplicitPrototype() != null
449:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@addInvalidatingType(com.google.javascript.rhino.jstype.JSType):305:10331:typeSystem.addInvalidatingType(objType.getImplicitPrototype()); |==> <NO-OP>
450:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties@getProperty(java.lang.String):312:10562:properties.containsKey(name) |==> false
451:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties@getProperty(java.lang.String):312:10562:properties.containsKey(name) |==> true
452:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties@getProperty(java.lang.String):313:10578:properties.put(name, new Property(name)); |==> <NO-OP>
453:LVR:TRUE:FALSE:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@shouldTraverse(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):329:11119:true |==> false
454:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@enterScope(com.google.javascript.jscomp.NodeTraversal):333:11203:t.inGlobalScope() |==> false
455:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@enterScope(com.google.javascript.jscomp.NodeTraversal):333:11203:t.inGlobalScope() |==> true
456:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@enterScope(com.google.javascript.jscomp.NodeTraversal):334:11217:scopes.push(typeSystem.getRootScope()); |==> <NO-OP>
457:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@enterScope(com.google.javascript.jscomp.NodeTraversal):336:11280:scopes.push(typeSystem.getFunctionScope(t.getScopeRoot())); |==> <NO-OP>
458:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$AbstractScopingCallback@exitScope(com.google.javascript.jscomp.NodeTraversal):341:11406:scopes.pop(); |==> <NO-OP>
459:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):356:11878:n.getType() == Token.GETPROP |==> n.getType() <= Token.GETPROP
460:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):356:11878:n.getType() == Token.GETPROP |==> n.getType() >= Token.GETPROP
461:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):356:11890:n.getType() == Token.GETPROP |==> false
462:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):360:12123:typeSystem.isInvalidatingType(type) |==> false
463:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):360:12123:typeSystem.isInvalidatingType(type) |==> true
464:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):361:12143:prop.invalidate(); |==> <NO-OP>
465:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):363:12189:prop.addTypeToSkip(type); |==> <NO-OP>
466:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):368:12512:(type = typeSystem.getInstanceFromPrototype(type)) != null |==> true
467:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):369:12535:prop.getTypes().add(type); |==> <NO-OP>
468:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.DisambiguateProperties$FindExternProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):370:12574:prop.typesToSkip.add(type); |==> <NO-OP>
469:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):384:12923:n.getType() == Token.GETPROP |==> n.getType() <= Token.GETPROP
470:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):384:12923:n.getType() == Token.GETPROP |==> n.getType() >= Token.GETPROP
471:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.DisambiguateProperties$FindRenameableProperties@visit(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node,com.google.javascript.rhino.Node):384:12935:n.getType() == Token.GETPROP |==> false
