Mutant ID ,Munatnt Operator ,Reference,Explanation,BugID,Bug identification
ROR[70],"""Rational Operator Replacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Conditional Operator Replacement"". It involves replacing a logical operator (e.g., &&, ||) with a different logical operator to change the logic of the condition.

Here are the changes made in the code:

    The logical operator && has been replaced with || in the if statement condition.",93,
"CR[6],EII[?],CI[36]","""Constant Addition/Replacement"",""Else If Insertion"",""Condition Insertion""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","    A new constant PREFIX_C3P0 has been added in line 6, representing the prefix ""com.mchange.v2.c3p0."".
    In line 13, an if statement has been added to check if the full string starts with PREFIX_C3P0.
    Inside the newly added if statement, another if statement has been added in line 20 to check if the full string ends with ""DataSource"".",94,
"MCR[2],MRV[145]","""MethodCallReplacemet"",""Modification Of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Method Call Replacement"". It involves replacing a method call with a different method call. Here are the changes made in the code:
The method call TypeBindings.emptyBindings() in line 352 has been replaced with EMPTY_BINDINGS.
The EMPTY_BINDINGS is likely a constant or a variable representing an instance of TypeBindings with empty bindings.",95,"1-85,87-112,121-126, 128-129,131-133,135-156"
MCR[2],"""MethodCallReplacemet""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Method Call Replacement"". It involves replacing a method call with a different method call. Here are the changes made in the code: The method call candidate.findImplicitParamName(0) in line 732 has been replaced with candidate.paramName(0). 
This mutation replaces the method call findImplicitParamName(0) with paramName(0). Without the specific implementation details of the CreatorProperty class, it is not possible to determine the exact impact of this mutation and the behavior change it introduces.",96,"1-85,87-112,121-126, 128-129,131-133,135-156"
MCR[2],"""MethodCallReplacemet""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Method Call Replacement"". It involves replacing a method call with a different method call.

Here are the changes made in the code:

    The method call gen.writeObject(_value) in line 111 has been replaced with ctxt.defaultSerializeValue(_value, gen).

This mutation replaces the method call writeObject(_value) with defaultSerializeValue(_value, gen) using the ctxt object. Without the specific implementation details of the POJONode class and the ctxt object, it is not possible to determine the exact impact of this mutation and the behavior change it introduces. However, it suggests that the serialization process may be modified to use a different mechanism through the defaultSerializeValue method.",97,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Conditional Operator Replacement"". It involves replacing a conditional operator (ternary operator) with an alternative expression. The ternary operator in line 298 has been replaced with an if-else statement. This mutation modifies the assignment of a parameter in the ExternalTypeHandler class based on the type of the typeId value. If the typeId is of type String, it is assigned directly to the parameter. Otherwise, a TokenBuffer is used to deserialize the typeId value using the appropriate ValueDeserializer, and the deserialized value is assigned to the parameter. The purpose of this mutation is to handle different scenarios where the typeId may not be a plain String and requires special deserialization logic.",98,
MCR[2],"""MethodCallReplacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Statement Deletion"". It involves deleting a statement or a part of it. The sb.append('>') statement in line 168 has been added. This mutation adds the closing angle bracket (>) to the string representation of ReferenceType. It ensures that the complete type name is properly formatted with the opening and closing angle brackets, indicating a generic type.",99,
"CI[36],MRV[145]","""Condition Insertion"",""Modification of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","he mutant operator used in this mutation is ""Conditional Operator Replacement"". It involves replacing a conditional operator (?:) with an alternative form. The conditional operator in line 363 has been replaced with an if statement. This mutation changes the use of the conditional operator to an if statement. It provides a more explicit and expanded form for handling the different cases: if n is an instance of TextNode, the getBinaryValue(b64variant) method is called; otherwise, n.binaryValue() is called. This mutation may improve readability and maintainability of the code.",100,
"SD[28],CI[36],MCR[2]","""Statement Deletion"", ""Condition Insertion"",""MethodCallReplacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Statement Deletion"". It involves deleting a statement or a line of code. The statement in line 772, which calls p.nextToken(), has been deleted. This mutation removes the p.nextToken() statement, which advances the parser to the next token. As a result, the token is not consumed, and the following code that relies on the assumption of consuming the token is affected. It introduces a potential logic error in the code.",101,
DOC[16],"""Removal of Condition Statement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Statement Deletion"". It involves deleting a statement or a line of code. The statement in lines 66-68, which checks if the property is null and returns the serializer itself, has been deleted. This mutation removes the check for a null property and the subsequent early return. As a result, if the property is null, the serializer will no longer return itself. This change may affect the behavior of the serializer when handling null properties. Depending on the context, it could potentially lead to unexpected behavior or exceptions if the code relies on the serializer being returned in case of a null property.",102,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Method Invocation Replacement"". It involves replacing a method invocation with a different method. The e.getMessage() method invocation in line 195 has been replaced with ClassUtil.exceptionMessage(e). This mutation replaces the getMessage() method invocation with ClassUtil.exceptionMessage(e). ClassUtil.exceptionMessage(e) is a method that returns a string representation of the exception, which may include additional information compared to just retrieving the exception message. This change could provide more detailed information about the exception when constructing the error message in the invalidTypeIdException method.",103,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutant operator used in this mutation is ""Conditional Operator Replacement"". It involves replacing a conditional operator (? :) with a different operator. The conditional operator ?: in line 441 has been replaced with an if statement. This mutation replaces the conditional operator ?: with an if statement. The purpose of the mutation is to ensure that a '-' character is appended to the buffer when the year is not greater than 9999. In the original code, when the year is not greater than 9999, there is no operation specified. However, after the mutation, the '-' character is explicitly appended to the buffer in the else block.",104,
"CI[36],MA[39]","""Condition Insertion"",""Method Addition""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)"," The code originally had a line specifying the ByteBuffer class as a deserializer. The mutation adds an additional line to include the Void class as a deserializer. Mutant operator name: Replacement of ByteBufferDeserializer with NullifyingDeserializer.  Explanation: In the original code, if the rawType is ByteBuffer.class, it creates a new instance of ByteBufferDeserializer. The mutation replaces this block with a new condition to check if rawType is Void.class and returns an instance of NullifyingDeserializer instead.",105,
CI[36] ,"""Condition Insertion"", ","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation adds a conditional statement that checks if the node can be converted to an int. If the condition is false, it calls the reportOverflowInt() method, indicating that an overflow occurred. This mutation introduces error-throwing statements to handle overflow cases when retrieving the int value from the NumericNode. Similar to the previous mutation, this one adds a conditional statement that checks if the node can be converted to a long. If the condition is false, it calls the reportOverflowLong() method, indicating that an overflow occurred. This mutation introduces error-throwing statements to handle overflow cases when retrieving the long value from the NumericNode. ",106,
MRV[145],"""Modification of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","In the original code, when actual is null, the method returns null. The mutation replaces this line with return NullifyingDeserializer.instance. This mutation changes the behavior of the method by returning an instance of NullifyingDeserializer instead of null. This can be interpreted as a strategy to handle unknown type IDs, where the NullifyingDeserializer is used as a fallback deserializer.",107,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)"," In the original code, the readTree method calls the _bindAsTree method and casts its result to type T. The mutation replaces _bindAsTree with _bindAsTreeOrNull. This mutation changes the behavior of the method to invoke _bindAsTreeOrNull instead, potentially indicating that the method should return null when binding the JSON as a tree.",108,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation adds a constant named MAX_BIG_DECIMAL_SCALE with a value of 9999. This constant is inserted into the NumberSerializer class. It can be used to define a maximum scale for BigDecimal values during serialization or other related operations. The mutation adds a condition within the switch statement to check if the handledType() is BigDecimal.class. If the condition is true, it returns a bigDecimalAsStringSerializer(), which implies a specific handling for BigDecimal values during serialization. This mutation introduces a new behavior to handle BigDecimal values differently within the NumberSerializer.",109,
"VA[200],ROR[70],MCR[2]","""Variable Assignment"",""Retional Operator Replacement"",""MethodCallReplacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)",The mutation adds a new field named CLASS_UNMODIFIABLE_LIST_ALIAS to the JavaUtilCollectionsDeserializers class. The purpose and usage of this field are not clear from the given code snippet. It might be used to represent an additional class related to unmodifiable lists or serve some other purpose in the codebase. The mutation modifies the condition within the if statement. The original condition checked if the type has a raw class of CLASS_UNMODIFIABLE_LIST. The mutation adds an additional part to the condition that checks if the type has a raw class of CLASS_UNMODIFIABLE_LIST_ALIAS. This mutation expands the condition to include the newly added CLASS_UNMODIFIABLE_LIST_ALIAS field for type comparison. ,110,
"CI[36],MRV[145]","""Condition Insertion"",""Modification of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation modifies the assignment of NullValueProvider (nvp) within the withValueDeserializer method. The original code assigned _nullProvider directly to nvp. The mutation replaces this assignment with a conditional operator that checks if _valueDeserializer is equal to _nullProvider. If they are equal, deser is assigned to nvp; otherwise, _nullProvider is assigned to nvp. This mutation changes the behavior of the method by potentially using deser as the NullValueProvider instead of _nullProvider.  This mutation is similar to the previous one but applies to a different class (FieldProperty). The mutation replaces the assignment of NullValueProvider (nvp) with a conditional operator. The behavior and purpose are the same as in the previous mutation, where nvp is assigned either deser or _nullProvider based on the equality of _valueDeserializer and _nullProvider. ",111,
"MCR[2],EII[?]","""MethodcallReplacemet"",""Else If Insertion""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","This mutation involves changing the method call getDelegateCreator() to getArrayDelegateCreator(). The mutant operator used in this case is the ""method call replacement"" operator, which modifies the method invoked in the code. The purpose of this mutation is to explore the impact of using a different method, getArrayDelegateCreator(), instead of the original getDelegateCreator(). By making this change, the mutant operator seeks to investigate whether it results in improved behavior or resolves any issues in the program.",112,
MRV[145],"""Modification Of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","This mutation involves replacing the method call valueToString(value).isEmpty() with a constant false value. The mutant operator used in this case is the ""constant replacement"" operator, which replaces a value or expression with a fixed constant. The purpose of this mutation is to examine the effect of always returning false instead of the result of valueToString(value).isEmpty(). By making this change, the mutant operator aims to determine if the original implementation of checking for an empty string using isEmpty() is necessary or if it can be simplified to always return false.",121,
"MA[39],MRV[145]","""Method Addition"",""Modification Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation involves adding a new constructor to the MappingJsonFactory class. This constructor takes two parameters, src of type JsonFactory and mapper of type ObjectMapper. The new code initializes the superclass using super(src, mapper). Additionally, an if statement checks if mapper is null, and if it is, a new ObjectMapper is created with the current object (this) as an argument using new ObjectMapper(this). Finally, the newly created ObjectMapper is set as the codec using setCodec(new ObjectMapper(this)). This mutation aims to explore the effects of introducing a new constructor and adjusting the codec based on the presence or absence of a non-null mapper argument. The mutation involves adding an additional argument this to the constructor call of MappingJsonFactory. In the original code, the constructor is called with a null argument. However, the mutation inserts this as the first argument, resulting in new MappingJsonFactory(this, null). This mutation aims to investigate the effect of passing the reference to the current object (this) as an argument to the constructor.",122,"1-85,87-112,121-126, 128-129,131-133,135-156"
CI[36] ,"""Condition Insertion"", ","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation involves adding code to the existing method. Specifically, it introduces an if statement to check if the input parameter cls is equal to Object.class. If the condition is true, it further checks if the serialization feature FAIL_ON_EMPTY_BEANS is not enabled in the configuration _config. If both conditions are satisfied, the method returns true. This mutation aims to examine the effect of treating Object.class as a special case and altering the behavior based on the serialization feature's configuration.",123,
"MRV[145],DOM[?]","""MethodCallReplacemet"", ""Deletion Of Method""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation involves replacing the method call deserializeUsingDelegateWithExternalTypeId(p, ctxt) with a new method call createUsingDelegate(ctxt, _delegateDeserializer.deserialize(p, ctxt)). In the original code, the deserializeUsingDelegateWithExternalTypeId method is called to handle deserialization using a delegate with an external type ID. However, the mutation replaces this call with a direct call to the createUsingDelegate method of _valueInstantiator passing the ctxt and the result of _delegateDeserializer.deserialize(p, ctxt) as arguments. The purpose of this mutation is to investigate the effect of using the createUsingDelegate method directly instead of the deserializeUsingDelegateWithExternalTypeId method. This change may alter the deserialization behavior, potentially impacting how the deserialized object is created using the delegate and the provided context. The mutation involves deleting the entire deserializeUsingDelegateWithExternalTypeId method, including its implementation. In the original code, this method was responsible for handling deserialization using a delegate with an external type ID. The method threw an InstantiationException with a specific message indicating that the combination of external type ID and delegating creator is not yet supported. The purpose of this mutation is to examine the impact of removing the entire method and its functionality. By deleting the method, the deserialization process will no longer execute the specific behavior implemented in deserializeUsingDelegateWithExternalTypeId. This mutation allows exploring the consequences of removing this specific deserialization mechanism.",124,
SM[30],"""String Modification""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation involves adding the %s placeholder and the msg variable to the String.format method call. In the original code, the error message format string ends with a colon (:), indicating that the message will be appended afterward. However, the mutation adds the %s placeholder and the msg variable within the format string, resulting in String.format(""Can not construct Map key of type %s from String \""%s\"": %s"", keyClass.getName(), _desc(keyValue), msg). This mutation aims to include the additional error message (msg) directly in the format string, providing a more detailed description of the issue when constructing a map key.",125,
"AIS[218],DIS[?],DTR[5],VA[200],MPM[93],MCR[2]","""Add import Statement"", ""DataTypeReplacement"",""Variable Assignemnt"",""Method Parameter Modification"",""MethodCallReplacement"",""Delete Import Statement""","title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation involves adding an import statement for the java.util.* package at the top of the file. This addition aims to include all classes from the java.util package. It is a general mutation that introduces the possibility of using any class from java.util within the TypeNameIdResolver class.  The mutation changes the type of the _typeToId field from HashMap<String, String> to Map<String, String>. The HashMap type is more specific, while Map is a more general interface. This mutation allows for using any class that implements the Map interface as the type for _typeToId. The mutation changes the type of the _idToType field from HashMap<String, JavaType> to Map<String, JavaType>. Similar to Mutation 2, this mutation replaces the more specific HashMap type with the more general Map interface. The mutation changes the parameter types of the TypeNameIdResolver constructor from HashMap<String, String> and HashMap<String, JavaType> to Map<String, String> and Map<String, JavaType>, respectively. This modification allows for accepting any class that implements the Map interface as arguments for typeToId and idToType parameters. The purpose of these mutations is to make the code more flexible by allowing the use of any class that implements the Map interface instead of being restricted to HashMap specifically. These mutations aim to explore the effects of using different implementations of the Map interface in the TypeNameIdResolver class.",126,
LOR[58],"""Logical Operator Replacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation replaces the condition type.getContentType() != null with a new condition type.isContainerType() || type.isReferenceType(). In the original code, the condition checked whether the type has a non-null content type, indicating that it is a container type or reference type. However, the mutation changes the condition to use the methods isContainerType() and isReferenceType() directly on the type object. The purpose of this mutation is to explore the impact of using different methods to determine whether the type object represents a container type or a reference type. The specific effects of this mutation depend on the implementation details of the isContainerType() and isReferenceType() methods and how they differ from the behavior of getContentType().",128,
"MRV[145],DIS[?]","""Modification of Return Value"", ""Deletion Of Import Statement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation removes the import statement for the java.math.BigDecimal class. This mutation aims to investigate the impact of removing the specific import and whether it affects the code's functionality or introduces any compilation errors. It assumes that the java.math.BigDecimal class is no longer needed in the code. The mutation replaces the BigDecimal.valueOf(d) method call with p.getDecimalValue(). In the original code, the BigDecimal.valueOf(d) method was used to create a BigDecimal instance from a double value d. However, the mutation replaces this with the getDecimalValue() method of the JsonParser object p. The purpose of this mutation is to explore whether using the direct getDecimalValue() method provides the same functionality as using BigDecimal.valueOf(d).",129,
"AA[214],AIS[218]","""Add Annotation"", ""Add Import Statement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation adds an import statement for the com.fasterxml.jackson.annotation.JsonIgnore annotation at the top of the file. This addition aims to include the JsonIgnore annotation, which can be used to indicate that a certain property should be ignored during serialization and deserialization. The purpose of this mutation is to explore the effects of applying the JsonIgnore annotation to the getProcessor() method. The mutation adds the @JsonIgnore annotation above the getProcessor() method declaration. The JsonIgnore annotation instructs the Jackson serialization/deserialization process to ignore the annotated property (in this case, the getProcessor() method). This mutation is applied as per the comment [databind#1368] mentioned in the code, which suggests that there was a specific issue or requirement related to ignoring the getProcessor() method during serialization/deserialization. The purpose of these mutations is to investigate the impact of adding the JsonIgnore annotation to the getProcessor() method. It explores the behavior of the Jackson serialization/deserialization process and how it handles annotated properties.",131,
CI[36] ,"""Condition Insertion"", ","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation inserts an if statement that checks if the argDef variable is not null. If it is not null, the mutation executes the code within the if block, which casts argDef to POJOPropertyBuilder and calls the removeConstructors() method on it. This mutation aims to explore the impact of removing constructors from the POJOPropertyBuilder object when argDef is not null. The purpose of this mutation is to investigate the consequences of modifying the behavior related to the argDef object during the execution of the code.",132,
no,no,"Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","In the first part of the code, the mutation replaces the line return _timestamp(value) == 0L; with return false;. This change modifies the logic of the isEmpty() method by always returning false instead of comparing the timestamp of the value with 0L. The purpose of this mutation is to investigate the impact of bypassing the check for an empty timestamp and always considering the value as non-empty. In the second part of the code, the mutation adds import statements for java.util.Calendar, java.util.Date, and java.util.GregorianCalendar. This addition aims to include these classes in the code, possibly for further usage. The purpose of this mutation is to explore the consequences of introducing these additional imports and potential interactions with the existing code. The mutations introduced in this code snippet include code replacement and code addition. The specific mutation operators used in the explanation may not correspond to the names assigned by mutation testing frameworks.",133,
"CI[36],MRV[145]","""condition Insertion"",""Modification Of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","Mutant Operator Name: Conditionals Boundary Operator (CBO) Explanation: The mutation changes the condition from o.getClass() == getClass() to true, effectively bypassing the subsequent logic. This mutation eliminates the recursive call and always returns true. Mutant Operator Name: Deletion (DEL) Explanation: This mutation deletes the conditional statement that checks if _referencedType is null. As a result, the subsequent logic that depends on this condition will not be executed. Explanation: This mutation replaces getClass() with o.getClass(). This change compares the class of the current object with the class of the input object, which may yield different results. Mutant Operator Name: Literal Replacement (LRP) Explanation: This mutation changes the return value from false to true, effectively always returning true.",135,"1-85,87-112,121-126, 128-129,131-133,135-156"
MRV[145],"""Return Value Modification""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation changes the constant value being returned from false to null. This mutation alters the behavior of the method, returning null instead of a boolean value. The change may have been made intentionally to indicate an unknown or uninitialized state for the ""hasAnySetter"" condition. However, without further context, it is difficult to determine the exact intention behind this mutation.",136,
"CI[36],MCR[2],MRV[145]","""Condition Insertion"",""MethodCallReplacement"",""Modification of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation inserts an additional if condition before creating the Default serializer. This new condition checks if the type is equal to Object.class. If it is, a new Default serializer is created with the Default.TYPE_TO_STRING and type parameters. The Default serializer is then added to the _dynamicSerializers map, and it is returned as the result. The intention behind this mutation seems to be to handle the case where the type is Object.class separately and create a specific serializer for it. This could be done to customize the serialization behavior for objects of the Object class. However, without additional context, it is difficult to determine the exact purpose or significance of this mutation.",137,
"CI[36],MRV[145]","""Condition Insertion"",""Modification of Return Value""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation adds an if condition to check whether the MapperFeature.ALLOW_COERCION_OF_SCALARS feature is enabled. If the feature is not enabled, it enters the if block and calls ctxt.handleWeirdStringValue() method. This is likely intended to handle a situation where the parsed name looks like a quoted Enum index but coercion of scalars is not allowed. The purpose of this mutation seems to be to provide better error handling or behavior when parsing enum values. If ALLOW_COERCION_OF_SCALARS feature is not enabled and the parsed name resembles an index, it raises an error or performs some specific handling using the handleWeirdStringValue() method. However, without further context, it's challenging to determine the full intention behind this mutation or its significance within the codebase.",138,
MOCS[20],"""Modification OF Condition""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation replaces the condition _beanType.getClass().isInstance(value) with _beanType.isTypeOrSuperTypeOf(value.getClass()). The original condition checks if the class of _beanType is the same as or a superclass of the class of value. The mutated condition, on the other hand, checks if _beanType is a type or super type of the class of value. The purpose of this mutation seems to be to provide a broader check for type compatibility between _beanType and value. The mutated condition allows for compatibility not only with the exact class type but also with any super types. This change may be beneficial in scenarios where the type hierarchy of the bean type and the value being checked is complex or when there are subclasses or interfaces involved",139,
CR[6],"""Constant Addition""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation inserts * 60 after the _parse2D(dateStr, end-2) calculation. The original code adds the parsed value directly to offsetSecs, while the mutated code multiplies the parsed value by 60 before adding it. This mutation converts the parsed value from minutes to seconds, effectively scaling it accordingly. The purpose of this mutation appears to be correcting the conversion from minutes to seconds for the offset calculation. By multiplying the parsed value by 60, the code ensures that the offset value is accurately represented in seconds.",140,"1-85,87-112,121-126, 128-129,131-133,135-156"
MCR[2],"""MethodCallReplacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation replaces p.getText() with p.getValueAsString(). The original code retrieves the property value as a string using the getText() method of the JsonParser object p. The mutated code, on the other hand, uses the getValueAsString() method to retrieve the property value as a string. The purpose of this mutation is likely to ensure consistency in how the property value is retrieved as a string. The getValueAsString() method explicitly returns the value as a string, which may handle certain edge cases or types differently compared to the getText() method.",141,
"MCR[2],MRV[145],AA[214]",""" variable assignment"",""Add Annotation""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)"," The mutation replaces the this reference in the TreeTraversingParser constructor with a new ObjectReader object codec. It creates a new ObjectReader by invoking the withValueToUpdate(null) method, which clears the ""valueToUpdate"" property of the current ObjectReader. The mutated code then uses this new ObjectReader to construct the TreeTraversingParser instance. The mutation adds the ""resource"" string to the SuppressWarnings annotation. The original annotation suppresses the unchecked warning for the method, and the mutated code adds an additional suppression for the ""resource"" warning. This is likely done to suppress warnings related to unclosed resources since the JsonParser returned by readValue is not explicitly closed.",142,
"MCR[2],LOR[58]","""Logical Operator Replacement""","Title: ""Mutation Operators for Object-Oriented Programs"" Authors: Mary Jean Harrold and Gregg Rothermel Year: 1993 Conference: ACM SIGSOFT International Symposium on Software Testing and Analysis (ISSTA)","The mutation changes the logical AND operator (&&) to a logical OR operator (||) when checking the shape of the serialization format. The original code checks if the format is not null and if the shape is JsonFormat.Shape.OBJECT. The mutated code merges the formatFromAnnotation and formatOverride values using JsonFormat.Value.merge(), and then checks if the resulting format has a shape of JsonFormat.Shape.OBJECT. The purpose of this mutation seems to be to prioritize the format override specified through formatOverride over the format from annotation (formatFromAnnotation). By merging the values and checking the resulting format, it ensures that the override takes precedence when determining the serialization shape.",143,
