1:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):75:2694:astPosition.get(a.getValue()) - astPosition.get(b.getValue()) |==> astPosition.get(a.getValue()) % astPosition.get(b.getValue())
342:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):988:32708:block.isBlock() && block.getParent().isTry() |==> block.isBlock() == block.getParent().isTry()
343:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):988:32724:block.isBlock() && block.getParent().isTry() |==> false
344:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):988:32708:block.isBlock() && block.getParent().isTry() |==> block.isBlock()
345:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):989:32735:block.isBlock() && block.getParent().isTry() |==> block.getParent().isTry()
346:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):990:32806:block.getParent().getFirstChild() == block |==> false
347:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):988:32708:block.isBlock() && block.getParent().isTry() && block.getParent().getFirstChild() == block |==> (block.isBlock() && block.getParent().isTry()) == (block.getParent().getFirstChild() == block)
348:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):989:32761:block.isBlock() && block.getParent().isTry() && block.getParent().getFirstChild() == block |==> false
349:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):988:32708:block.isBlock() && block.getParent().isTry() && block.getParent().getFirstChild() == block |==> block.isBlock() && block.getParent().isTry()
350:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):990:32772:block.isBlock() && block.getParent().isTry() && block.getParent().getFirstChild() == block |==> block.getParent().getFirstChild() == block
351:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):991:32857:s != null |==> true
352:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):992:32921:NodeUtil.hasCatchHandler(s) |==> false
353:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis@getCatchHandlerForBlock(com.google.javascript.rhino.Node):992:32921:NodeUtil.hasCatchHandler(s) |==> true
354:LVR:TRUE:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@<init>(com.google.javascript.rhino.Node,java.util.Map<com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,java.lang.Integer>,boolean):1017:33667:true |==> false
355:COR:<IDENTIFIER(boolean)>:FALSE:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getOptionalNodeComparator(boolean):1029:34120:isForward |==> false
356:COR:<IDENTIFIER(boolean)>:TRUE:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getOptionalNodeComparator(boolean):1029:34120:isForward |==> true
357:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1034:34339:getPosition(n1) - getPosition(n2) |==> getPosition(n1) % getPosition(n2)
358:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1034:34339:getPosition(n1) - getPosition(n2) |==> getPosition(n1) * getPosition(n2)
359:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1034:34339:getPosition(n1) - getPosition(n2) |==> getPosition(n1) + getPosition(n2)
360:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$1@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1034:34339:getPosition(n1) - getPosition(n2) |==> getPosition(n1) / getPosition(n2)
361:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1042:34618:getPosition(n2) - getPosition(n1) |==> getPosition(n2) % getPosition(n1)
362:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1042:34618:getPosition(n2) - getPosition(n1) |==> getPosition(n2) * getPosition(n1)
363:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1042:34618:getPosition(n2) - getPosition(n1) |==> getPosition(n2) + getPosition(n1)
364:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph$2@compare(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>,com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1042:34618:getPosition(n2) - getPosition(n1) |==> getPosition(n2) / getPosition(n1)
365:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.ControlFlowAnalysis$AstControlFlowGraph@getPosition(com.google.javascript.jscomp.graph.DiGraph.DiGraphNode<com.google.javascript.rhino.Node,com.google.javascript.jscomp.ControlFlowGraph.Branch>):1054:34946:Preconditions.checkNotNull(priority); |==> <NO-OP>
